2023-01-31;530,8;
2023-02-28;149;
2023-03-31;85;
2023-04-30;72;
2023-05-31;9;
2023-06-30;6,4;
2023-07-31;2;
2023-08-31;null;
2023-09-30;20,6;
2023-10-31;164,4;
2023-11-30;201,6;
2023-12-31;76,2;

